SAMPLE_ID	mutations	cna
TARGET-10-PANZPJ-60.1	NA	NA
TARGET-10-PANZPJ-60.2	NA	NA
TARGET-10-PAPCXR-60.1	NA	NA
TARGET-10-PAPCXR-60.2	NA	NA
TARGET-10-PAPCXR-60.3	NA	NA
TARGET-10-PAPDFU-60.1	NA	NA
TARGET-10-PAPJRR-60.10	NA	NA
TARGET-10-PAPJRR-60.6	NA	NA
TARGET-10-PAPJRR-60.8	NA	NA
TARGET-10-PAPJRR-60.1	NA	NA
TARGET-10-PARIKN-60.1	NA	NA
TARGET-10-PARIKN-60.2	NA	NA
TARGET-10-PARIKN-60.3	NA	NA
TARGET-10-PARIKN-60.4	NA	NA
TARGET-10-PARIKN-60.5	NA	NA
TARGET-10-PARIKN-60.7	NA	NA
TARGET-10-PARIPA-60.11	NA	NA
TARGET-10-PARIPA-60.13	NA	NA
TARGET-10-PARIPA-60.16	NA	NA
TARGET-10-PARIPA-60.17	NA	NA
TARGET-10-PARIPA-60.21	NA	NA
TARGET-10-PARIPA-60.23	NA	NA
TARGET-10-PARIPA-60.3	NA	NA
TARGET-10-PARIPA-60.7	NA	NA
TARGET-10-PARIPA-60.9	NA	NA
TARGET-10-PARIPA-60.5	NA	NA
TARGET-10-PARRPK-60.1	NA	NA
TARGET-10-PASFGA-60.11	NA	NA
TARGET-10-PASFGA-60.7	NA	NA
TARGET-10-PASFGA-60.9	NA	NA
TARGET-10-PASFGA-60.1	NA	NA
TARGET-10-PASFGA-60.3	NA	NA
TARGET-10-PASFGA-60.5	NA	NA
TARGET-10-PAUXZX-60.1	NA	NA
TARGET-10-PAUXZX-60.2	NA	NA
TARGET-10-PAUXZX-60.3	NA	NA
TARGET-10-PANSIZ-09	NA	NA
TARGET-10-PANSTA-09	NA	NA
TARGET-10-PANSYA-09	NA	NA
TARGET-10-PANTBB-09	NA	NA
TARGET-10-PANTCR-09	NA	NA
TARGET-10-PANTLF-03	NA	NA
TARGET-10-PANTRY-09	NA	NA
TARGET-10-PANTTB-09	NA	NA
TARGET-10-PANTUZ-09	NA	NA
TARGET-10-PANTVC-09	NA	NA
TARGET-10-PANTWC-09	NA	NA
TARGET-10-PANTXA-09	NA	NA
TARGET-10-PANTYP-09	NA	NA
TARGET-10-PANTZE-09	NA	NA
TARGET-10-PANUKF-09	NA	NA
TARGET-10-PANURR-09	NA	NA
TARGET-10-PANUSL-09	NA	NA
TARGET-10-PANUXS-09	NA	NA
TARGET-10-PANUXU-09	NA	NA
TARGET-10-PANUYZ-09	NA	NA
TARGET-10-PANVAW-09	NA	NA
TARGET-10-PANVCM-09	NA	NA
TARGET-10-PANVDH-09	NA	NA
TARGET-10-PANVDV-09	NA	NA
TARGET-10-PANVFF-09	NA	NA
TARGET-10-PANVGZ-09	NA	NA
TARGET-10-PANVIB-09	NA	NA
TARGET-10-PANVIC-03	NA	NA
TARGET-10-PANVIX-09	NA	NA
TARGET-10-PANVJI-09	NA	NA
TARGET-10-PANVKF-09	NA	NA
TARGET-10-PANVKH-09	NA	NA
TARGET-10-PANVMT-09	NA	NA
TARGET-10-PANVTB-09	NA	NA
TARGET-10-PANVUD-09	NA	NA
TARGET-10-PANVUU-09	NA	NA
TARGET-10-PANVXF-09	NA	NA
TARGET-10-PANWDL-09	NA	NA
TARGET-10-PANWDN-09	NA	NA
TARGET-10-PANWDS-09	NA	NA
TARGET-10-PANWEI-09	NA	NA
TARGET-10-PANWES-09	NA	NA
TARGET-10-PANWGG-09	NA	NA
TARGET-10-PANWIM-09	NA	NA
TARGET-10-PANWJH-09	NA	NA
TARGET-10-PANWJM-09	NA	NA
TARGET-10-PANWJR-09	NA	NA
TARGET-10-PANWJS-09	NA	NA
TARGET-10-PANWKM-09	NA	NA
TARGET-10-PANWKP-09	NA	NA
TARGET-10-PANWLH-09	NA	NA
TARGET-10-PANWSP-09	NA	NA
TARGET-10-PANWWG-09	NA	NA
TARGET-10-PANWYM-09	NA	NA
TARGET-10-PANWZG-09	NA	NA
TARGET-10-PANXAM-09	NA	NA
TARGET-10-PANXCX-09	NA	NA
TARGET-10-PANXEE-09	NA	NA
TARGET-10-PANXGM-09	NA	NA
TARGET-10-PANXLC-09	NA	NA
TARGET-10-PANXLP-09	NA	NA
TARGET-10-PANXLR-09	NA	NA
TARGET-10-PANXSF-09	NA	NA
TARGET-10-PANXTP-09	NA	NA
TARGET-10-PANXXD-09	NA	NA
TARGET-10-PANXZK-09	NA	NA
TARGET-10-PANXZX-09	NA	NA
TARGET-10-PANYDL-09	NA	NA
TARGET-10-PANYHB-03	NA	NA
TARGET-10-PANYJL-09	NA	NA
TARGET-10-PANYJV-09	NA	NA
TARGET-10-PANYXD-09	NA	NA
TARGET-10-PANYXR-09	NA	NA
TARGET-10-PANZBR-09	NA	NA
TARGET-10-PANZBY-03	NA	NA
TARGET-10-PANZCF-09	NA	NA
TARGET-10-PANZEG-03	NA	NA
TARGET-10-PANZFN-09	NA	NA
TARGET-10-PANZGN-09	NA	NA
TARGET-10-PANZPU-09	NA	NA
TARGET-10-PANZSE-09	NA	NA
TARGET-10-PANZUI-09	NA	NA
TARGET-10-PANZYY-09	NA	NA
TARGET-10-PANZZI-09	NA	NA
TARGET-10-PAPADT-09	NA	NA
TARGET-10-PAPAGB-09	NA	NA
TARGET-10-PAPAGF-09	NA	NA
TARGET-10-PAPAGS-09	NA	NA
TARGET-10-PAPAGV-09	NA	NA
TARGET-10-PAPAGW-09	NA	NA
TARGET-10-PAPAKJ-09	NA	NA
TARGET-10-PAPAMA-09	NA	NA
TARGET-10-PAPAMH-09	NA	NA
TARGET-10-PAPAMS-09	NA	NA
TARGET-10-PAPANB-09	NA	NA
TARGET-10-PAPAPC-09	NA	NA
TARGET-10-PAPAPX-09	NA	NA
TARGET-10-PAPART-09	NA	NA
TARGET-10-PAPAVR-09	NA	NA
TARGET-10-PAPAXH-09	NA	NA
TARGET-10-PAPAZA-09	NA	NA
TARGET-10-PAPAZD-09	NA	NA
TARGET-10-PAPBAI-09	NA	NA
TARGET-10-PAPBAN-09	NA	NA
TARGET-10-PAPBCK-09	NA	NA
TARGET-10-PAPBLU-09	NA	NA
TARGET-10-PAPBPC-09	NA	NA
TARGET-10-PAPBVD-09	NA	NA
TARGET-10-PAPBYM-09	NA	NA
TARGET-10-PAPBZW-09	NA	NA
TARGET-10-PAPCED-09	NA	NA
TARGET-10-PAPCJR-09	NA	NA
TARGET-10-PAPCNP-09	NA	NA
TARGET-10-PAPCPB-09	NA	NA
TARGET-10-PAPCRD-09	NA	NA
TARGET-10-PAPCRJ-09	NA	NA
TARGET-10-PAPCRU-03	NA	NA
TARGET-10-PAPCSZ-09	NA	NA
TARGET-10-PAPCUI-09	NA	NA
TARGET-10-PAPCVI-09	NA	NA
TARGET-10-PAPCVR-09	NA	NA
TARGET-10-PAPDBX-09	NA	NA
TARGET-10-PAPDCS-09	NA	NA
TARGET-10-PAPDDA-09	NA	NA
TARGET-10-PAPDFS-09	NA	NA
TARGET-10-PAPDHA-09	NA	NA
TARGET-10-PAPDKD-09	NA	NA
TARGET-10-PAPDKR-09	NA	NA
TARGET-10-PAPDLN-09	NA	NA
TARGET-10-PAPDMU-09	NA	NA
TARGET-10-PAPDRP-09	NA	NA
TARGET-10-PAPDSW-09	NA	NA
TARGET-10-PAPDUX-09	NA	NA
TARGET-10-PAPDVG-09	NA	NA
TARGET-10-PAPDYE-09	NA	NA
TARGET-10-PAPEJA-09	NA	NA
TARGET-10-PAPEJL-09	NA	NA
TARGET-10-PAPEJM-09	NA	NA
TARGET-10-PAPEMC-09	NA	NA
TARGET-10-PAPEMZ-09	NA	NA
TARGET-10-PAPERM-09	NA	NA
TARGET-10-PAPERN-09	NA	NA
TARGET-10-PAPERU-09	NA	NA
TARGET-10-PAPERW-09	NA	NA
TARGET-10-PAPESB-09	NA	NA
TARGET-10-PAPESY-09	NA	NA
TARGET-10-PAPESZ-09	NA	NA
TARGET-10-PAPETC-09	NA	NA
TARGET-10-PAPEZL-09	NA	NA
TARGET-10-PAPEZR-09	NA	NA
TARGET-10-PAPFAT-09	NA	NA
TARGET-10-PAPFBR-09	NA	NA
TARGET-10-PAPFBX-09	NA	NA
TARGET-10-PAPFFW-09	NA	NA
TARGET-10-PAPFHH-09	NA	NA
TARGET-10-PAPFHR-09	NA	NA
TARGET-10-PAPFHX-09	NA	NA
TARGET-10-PAPFIX-09	NA	NA
TARGET-10-PAPFKA-09	NA	NA
TARGET-10-PAPFNV-09	NA	NA
TARGET-10-PAPFPZ-09	NA	NA
TARGET-10-PAPFTJ-09	NA	NA
TARGET-10-PAPFUF-09	NA	NA
TARGET-10-PAPFZF-09	NA	NA
TARGET-10-PAPFZL-09	NA	NA
TARGET-10-PAPFZX-09	NA	NA
TARGET-10-PAPGEE-09	NA	NA
TARGET-10-PAPGFD-09	NA	NA
TARGET-10-PAPGKP-09	NA	NA
TARGET-10-PAPGLD-09	NA	NA
TARGET-10-PAPGLS-09	NA	NA
TARGET-10-PAPGMT-09	NA	NA
TARGET-10-PAPGWN-09	NA	NA
TARGET-10-PAPHAM-09	NA	NA
TARGET-10-PAPHBW-09	NA	NA
TARGET-10-PAPHCA-09	NA	NA
TARGET-10-PAPHDN-09	NA	NA
TARGET-10-PAPHDX-09	NA	NA
TARGET-10-PAPHED-09	NA	NA
TARGET-10-PAPHHP-09	NA	NA
TARGET-10-PAPHIG-09	NA	NA
TARGET-10-PAPHLH-09	NA	NA
TARGET-10-PAPHNM-09	NA	NA
TARGET-10-PAPHNR-09	NA	NA
TARGET-10-PAPHRV-09	NA	NA
TARGET-10-PAPHWE-09	NA	NA
TARGET-10-PAPHXJ-09	NA	NA
TARGET-10-PAPHYM-09	NA	NA
TARGET-10-PAPHYV-09	NA	NA
TARGET-10-PAPICC-09	NA	NA
TARGET-10-PAPIEW-09	NA	NA
TARGET-10-PAPIGD-09	NA	NA
TARGET-10-PAPIGV-09	NA	NA
TARGET-10-PAPIHH-09	NA	NA
TARGET-10-PAPIHT-09	NA	NA
TARGET-10-PAPIHU-09	NA	NA
TARGET-10-PAPIIB-09	NA	NA
TARGET-10-PAPIIX-09	NA	NA
TARGET-10-PAPIJD-09	NA	NA
TARGET-10-PAPILF-09	NA	NA
TARGET-10-PAPILG-09	NA	NA
TARGET-10-PAPIPG-09	NA	NA
TARGET-10-PAPZPJ-09	NA	NA
TARGET-10-PAPZPZ-09	NA	NA
TARGET-10-PAPZRA-09	NA	NA
TARGET-10-PAPZRB-09	NA	NA
TARGET-10-PAPZTD-09	NA	NA
TARGET-10-PAPZTL-09	NA	NA
TARGET-10-PAPZTS-09	NA	NA
TARGET-10-PAPZUE-03	NA	NA
TARGET-10-PAPZUW-09	NA	NA
TARGET-10-PAPZVI-09	NA	NA
TARGET-10-PAPZWP-09	NA	NA
TARGET-10-PAPZXI-09	NA	NA
TARGET-10-PAPZZJ-09	NA	NA
TARGET-10-PARABL-09	NA	NA
TARGET-10-PARABU-09	NA	NA
TARGET-10-PARACE-09	NA	NA
TARGET-10-PARAFH-09	NA	NA
TARGET-10-PARAFI-09	NA	NA
TARGET-10-PARAGW-09	NA	NA
TARGET-10-PARAJY-09	NA	NA
TARGET-10-PARANN-09	NA	NA
TARGET-10-PARAPT-09	NA	NA
TARGET-10-PARASC-09	NA	NA
TARGET-10-PARASN-09	NA	NA
TARGET-10-PARASZ-09	NA	NA
TARGET-10-PARATY-09	NA	NA
TARGET-10-PARAUE-09	NA	NA
TARGET-10-PARAXH-09	NA	NA
TARGET-10-PARAYM-09	NA	NA
TARGET-10-PARAZN-09	NA	NA
TARGET-10-PARBBV-09	NA	NA
TARGET-10-PARBCW-09	NA	NA
TARGET-10-PARBDP-09	NA	NA
TARGET-10-PARBGG-09	NA	NA
TARGET-10-PARBHI-09	NA	NA
TARGET-10-PARBIX-03	NA	NA
TARGET-10-PARBKG-09	NA	NA
TARGET-10-PARBKP-09	NA	NA
TARGET-10-PARBLL-09	NA	NA
TARGET-10-PARBLS-09	NA	NA
TARGET-10-PARBND-09	NA	NA
TARGET-10-PARBNY-09	NA	NA
TARGET-10-PARBPX-09	NA	NA
TARGET-10-PARBRM-09	NA	NA
TARGET-10-PARBRV-09	NA	NA
TARGET-10-PARBRX-09	NA	NA
TARGET-10-PARBSP-09	NA	NA
TARGET-10-PARBSW-09	NA	NA
TARGET-10-PARBTA-09	NA	NA
TARGET-10-PARBWN-09	NA	NA
TARGET-10-PARBXX-09	NA	NA
TARGET-10-PARBYS-09	NA	NA
TARGET-10-PARBYU-09	NA	NA
TARGET-10-PARBZT-09	NA	NA
TARGET-10-PARCAX-09	NA	NA
TARGET-10-PARCBE-09	NA	NA
TARGET-10-PARCCM-09	NA	NA
TARGET-10-PARCDS-09	NA	NA
TARGET-10-PARCDV-09	NA	NA
TARGET-10-PARCDX-09	NA	NA
TARGET-10-PARCDZ-09	NA	NA
TARGET-10-PARCFM-09	NA	NA
TARGET-10-PARCGU-09	NA	NA
TARGET-10-PARCHU-09	NA	NA
TARGET-10-PARCHY-09	NA	NA
TARGET-10-PARCKD-09	NA	NA
TARGET-10-PARCKJ-03	NA	NA
TARGET-10-PARCKV-09	NA	NA
TARGET-10-PARCLU-09	NA	NA
TARGET-10-PARCLW-09	NA	NA
TARGET-10-PARCMD-03	NA	NA
TARGET-10-PARCMG-03	NA	NA
TARGET-10-PARCSH-09	NA	NA
TARGET-10-PARCTN-09	NA	NA
TARGET-10-PARCUM-09	NA	NA
TARGET-10-PARCUW-09	NA	NA
TARGET-10-PARCVB-09	NA	NA
TARGET-10-PARCVM-03	NA	NA
TARGET-10-PARCVT-09	NA	NA
TARGET-10-PARCWB-09	NA	NA
TARGET-10-PARCZY-09	NA	NA
TARGET-10-PARDAK-09	NA	NA
TARGET-10-PARDBN-09	NA	NA
TARGET-10-PARDBT-09	NA	NA
TARGET-10-PARDCJ-09	NA	NA
TARGET-10-PARDCR-09	NA	NA
TARGET-10-PARDCY-09	NA	NA
TARGET-10-PARDDM-09	NA	NA
TARGET-10-PARDDV-09	NA	NA
TARGET-10-PARDDW-09	NA	NA
TARGET-10-PARDEG-09	NA	NA
TARGET-10-PARDEJ-09	NA	NA
TARGET-10-PARDEP-09	NA	NA
TARGET-10-PARDEY-09	NA	NA
TARGET-10-PARDFB-09	NA	NA
TARGET-10-PARDFH-09	NA	NA
TARGET-10-PARDFI-09	NA	NA
TARGET-10-PARDFN-09	NA	NA
TARGET-10-PARDHK-09	NA	NA
TARGET-10-PARDHW-09	NA	NA
TARGET-10-PARDIN-09	NA	NA
TARGET-10-PARDKG-09	NA	NA
TARGET-10-PARDLJ-09	NA	NA
TARGET-10-PARDLP-09	NA	NA
TARGET-10-PARDLZ-09	NA	NA
TARGET-10-PARDMI-09	NA	NA
TARGET-10-PARDRI-09	NA	NA
TARGET-10-PARDRS-09	NA	NA
TARGET-10-PARDSN-09	NA	NA
TARGET-10-PARDSP-09	NA	NA
TARGET-10-PARDST-09	NA	NA
TARGET-10-PARDUM-09	NA	NA
TARGET-10-PARDVD-09	NA	NA
TARGET-10-PARDWM-09	NA	NA
TARGET-10-PARDXG-09	NA	NA
TARGET-10-PARDXI-03	NA	NA
TARGET-10-PARDXS-09	NA	NA
TARGET-10-PAREAA-09	NA	NA
TARGET-10-PAREAL-09	NA	NA
TARGET-10-PAREBA-09	NA	NA
TARGET-10-PAREBH-09	NA	NA
TARGET-10-PAREDS-03	NA	NA
TARGET-10-PAREEE-09	NA	NA
TARGET-10-PAREEX-09	NA	NA
TARGET-10-PAREGC-03	NA	NA
TARGET-10-PAREGE-09	NA	NA
TARGET-10-PAREGZ-09	NA	NA
TARGET-10-PAREHN-09	NA	NA
TARGET-10-PAREIE-09	NA	NA
TARGET-10-PAREIN-09	NA	NA
TARGET-10-PAREIV-09	NA	NA
TARGET-10-PAREJA-09	NA	NA
TARGET-10-PAREJZ-09	NA	NA
TARGET-10-PAREKG-09	NA	NA
TARGET-10-PAREKH-09	NA	NA
TARGET-10-PAREKM-09	NA	NA
TARGET-10-PARENT-09	NA	NA
TARGET-10-PARENU-09	NA	NA
TARGET-10-PARENW-09	NA	NA
TARGET-10-PAREPB-09	NA	NA
TARGET-10-PAREPF-09	NA	NA
TARGET-10-PARERM-09	NA	NA
TARGET-10-PARERS-09	NA	NA
TARGET-10-PARESP-09	NA	NA
TARGET-10-PAREST-09	NA	NA
TARGET-10-PARETC-09	NA	NA
TARGET-10-PARETH-09	NA	NA
TARGET-10-PARETV-09	NA	NA
TARGET-10-PAREUH-09	NA	NA
TARGET-10-PAREWE-09	NA	NA
TARGET-10-PAREWM-09	NA	NA
TARGET-10-PAREWZ-09	NA	NA
TARGET-10-PAREYJ-09	NA	NA
TARGET-10-PAREYW-09	NA	NA
TARGET-10-PAREZM-09	NA	NA
TARGET-10-PARFAP-09	NA	NA
TARGET-10-PARFDB-09	NA	NA
TARGET-10-PARFDG-09	NA	NA
TARGET-10-PARFDL-09	NA	NA
TARGET-10-PARFDW-09	NA	NA
TARGET-10-PARFEH-09	NA	NA
TARGET-10-PARFFC-03	NA	NA
TARGET-10-PARFHH-09	NA	NA
TARGET-10-PARFIH-09	NA	NA
TARGET-10-PARFIZ-09	NA	NA
TARGET-10-PARFJK-09	NA	NA
TARGET-10-PARFJM-09	NA	NA
TARGET-10-PARFKD-09	NA	NA
TARGET-10-PARFPJ-09	NA	NA
TARGET-10-PARFSF-09	NA	NA
TARGET-10-PARFXJ-09	NA	NA
TARGET-10-PARGBK-09	NA	NA
TARGET-10-PARGBR-09	NA	NA
TARGET-10-PARGBT-09	NA	NA
TARGET-10-PARGFL-09	NA	NA
TARGET-10-PARGFL-04	NA	NA
TARGET-10-PARGFX-03	NA	NA
TARGET-10-PARGGI-09	NA	NA
TARGET-10-PARGJH-09	NA	NA
TARGET-10-PARGJY-09	NA	NA
TARGET-10-PARGKD-09	NA	NA
TARGET-10-PARGLE-09	NA	NA
TARGET-10-PARGLI-09	NA	NA
TARGET-10-PARGLW-09	NA	NA
TARGET-10-PARGMW-09	NA	NA
TARGET-10-PARGUZ-09	NA	NA
TARGET-10-PARGYV-09	NA	NA
TARGET-10-PARHAN-09	NA	NA
TARGET-10-PARHBI-09	NA	NA
TARGET-10-PARHBT-09	NA	NA
TARGET-10-PARHEA-09	NA	NA
TARGET-10-PARHES-09	NA	NA
TARGET-10-PARHFF-09	NA	NA
TARGET-10-PARHLM-09	NA	NA
TARGET-10-PARHMT-09	NA	NA
TARGET-10-PARHSD-09	NA	NA
TARGET-10-PARIBB-09	NA	NA
TARGET-10-PARIIA-09	NA	NA
TARGET-10-PARILG-09	NA	NA
TARGET-10-PARIYD-09	NA	NA
TARGET-10-PARIZN-09	NA	NA
TARGET-10-PARJAY-09	NA	NA
TARGET-10-PARJBB-09	NA	NA
TARGET-10-PARJBZ-03	NA	NA
TARGET-10-PARJJP-09	NA	NA
TARGET-10-PARJLF-09	NA	NA
TARGET-10-PARJMY-09	NA	NA
TARGET-10-PARJNL-09	NA	NA
TARGET-10-PARJNR-09	NA	NA
TARGET-10-PARJNX-09	NA	NA
TARGET-10-PARJPL-09	NA	NA
TARGET-10-PARJRT-09	NA	NA
TARGET-10-PARJWB-09	NA	NA
TARGET-10-PARJXW-09	NA	NA
TARGET-10-PARJYV-09	NA	NA
TARGET-10-PARKBT-09	NA	NA
TARGET-10-PARKEN-03	NA	NA
TARGET-10-PARKEU-09	NA	NA
TARGET-10-PARKFN-09	NA	NA
TARGET-10-PARKFU-09	NA	NA
TARGET-10-PARKLK-09	NA	NA
TARGET-10-PARKLL-09	NA	NA
TARGET-10-PARKZX-09	NA	NA
TARGET-10-PARLBP-09	NA	NA
TARGET-10-PARLDF-09	NA	NA
TARGET-10-PARLFI-09	NA	NA
TARGET-10-PARLJA-09	NA	NA
TARGET-10-PARLMI-09	NA	NA
TARGET-10-PARLPA-09	NA	NA
TARGET-10-PARLPB-09	NA	NA
TARGET-10-PARLST-09	NA	NA
TARGET-10-PARLSU-09	NA	NA
TARGET-10-PARLTU-09	NA	NA
TARGET-10-PARLTX-09	NA	NA
TARGET-10-PARMEG-09	NA	NA
TARGET-10-PARMFF-09	NA	NA
TARGET-10-PARMIH-09	NA	NA
TARGET-10-PARMKK-09	NA	NA
TARGET-10-PARMKM-03	NA	NA
TARGET-10-PARMMA-09	NA	NA
TARGET-10-PARMMV-09	NA	NA
TARGET-10-PARMRF-09	NA	NA
TARGET-10-PARMSB-09	NA	NA
TARGET-10-PARMUC-03	NA	NA
TARGET-10-PARMWH-09	NA	NA
TARGET-10-PARMWZ-09	NA	NA
TARGET-10-PARMYP-09	NA	NA
TARGET-10-PARNAF-03	NA	NA
TARGET-10-PARNBN-09	NA	NA
TARGET-10-PARNDB-09	NA	NA
TARGET-10-PARNDY-09	NA	NA
TARGET-10-PARNEH-09	NA	NA
TARGET-10-PARNGI-09	NA	NA
TARGET-10-PARNIZ-09	NA	NA
TARGET-10-PARNJB-09	NA	NA
TARGET-10-PARNLW-09	NA	NA
TARGET-10-PARNMV-09	NA	NA
TARGET-10-PARNSP-09	NA	NA
TARGET-10-PARNSW-09	NA	NA
TARGET-10-PARNXJ-09	NA	NA
TARGET-10-PARPDP-09	NA	NA
TARGET-10-PARPET-09	NA	NA
TARGET-10-PARPFF-09	NA	NA
TARGET-10-PARPGJ-09	NA	NA
TARGET-10-PARPGL-09	NA	NA
TARGET-10-PARPGW-09	NA	NA
TARGET-10-PARPHB-09	NA	NA
TARGET-10-PARPIF-09	NA	NA
TARGET-10-PARPPV-09	NA	NA
TARGET-10-PARPUL-09	NA	NA
TARGET-10-PARPXV-09	NA	NA
TARGET-10-PARPYH-09	NA	NA
TARGET-10-PARPYJ-09	NA	NA
TARGET-10-PARPZI-09	NA	NA
TARGET-10-PARPZR-09	NA	NA
TARGET-10-PARRJV-09	NA	NA
TARGET-10-PARRKG-03	NA	NA
TARGET-10-PARRKK-09	NA	NA
TARGET-10-PARRMU-09	NA	NA
TARGET-10-PARRPA-09	NA	NA
TARGET-10-PARRSR-09	NA	NA
TARGET-10-PARRVI-09	NA	NA
TARGET-10-PARRVK-09	NA	NA
TARGET-10-PARRYW-09	NA	NA
TARGET-10-PARSET-09	NA	NA
TARGET-10-PARSGM-09	NA	NA
TARGET-10-PARSHV-09	NA	NA
TARGET-10-PARSJG-09	NA	NA
TARGET-10-PARSJH-09	NA	NA
TARGET-10-PARSKH-09	NA	NA
TARGET-10-PARSKV-09	NA	NA
TARGET-10-PARSKY-09	NA	NA
TARGET-10-PARSNX-09	NA	NA
TARGET-10-PARSRI-09	NA	NA
TARGET-10-PARSSV-09	NA	NA
TARGET-10-PARSTB-09	NA	NA
TARGET-10-PARSUV-09	NA	NA
TARGET-10-PARTAK-09	NA	NA
TARGET-10-PARTAY-09	NA	NA
TARGET-10-PARTBP-09	NA	NA
TARGET-10-PARTEF-09	NA	NA
TARGET-10-PARTGB-09	NA	NA
TARGET-10-PARTGW-09	NA	NA
TARGET-10-PARTID-09	NA	NA
TARGET-10-PARTIK-09	NA	NA
TARGET-10-PARTJJ-09	NA	NA
TARGET-10-PARTLY-09	NA	NA
TARGET-10-PARTPW-09	NA	NA
TARGET-10-PARTSC-09	NA	NA
TARGET-10-PARTWH-09	NA	NA
TARGET-10-PARTZE-09	NA	NA
TARGET-10-PARTZJ-09	NA	NA
TARGET-10-PARUBN-09	NA	NA
TARGET-10-PARUBU-09	NA	NA
TARGET-10-PARUBX-09	NA	NA
TARGET-10-PARUCI-09	NA	NA
TARGET-10-PARUCT-09	NA	NA
TARGET-10-PARUEU-09	NA	NA
TARGET-10-PARUGV-09	NA	NA
TARGET-10-PARUIT-09	NA	NA
TARGET-10-PARUKK-09	NA	NA
TARGET-10-PARUKW-09	NA	NA
TARGET-10-PARURK-09	NA	NA
TARGET-10-PARUYE-03	NA	NA
TARGET-10-PARUYH-09	NA	NA
TARGET-10-PARUYU-09	NA	NA
TARGET-10-PARVAK-09	NA	NA
TARGET-10-PARVBL-09	NA	NA
TARGET-10-PARVBY-09	NA	NA
TARGET-10-PARVCG-09	NA	NA
TARGET-10-PARVEI-09	NA	NA
TARGET-10-PARVHY-09	NA	NA
TARGET-10-PARVMR-09	NA	NA
TARGET-10-PARWDM-09	NA	NA
TARGET-10-PARWID-09	NA	NA
TARGET-10-PARWLP-09	NA	NA
TARGET-10-PARWMF-09	NA	NA
TARGET-10-PARWNW-09	NA	NA
TARGET-10-PARXHT-03	NA	NA
TARGET-10-PARXLS-09	NA	NA
TARGET-10-PARXMV-03	NA	NA
TARGET-10-PARXVS-09	NA	NA
TARGET-10-PARYGI-03	NA	NA
TARGET-10-PASFHR-09	NA	NA
TARGET-10-PASFKA-09	NA	NA
TARGET-10-PASFLK-09	NA	NA
TARGET-10-PASGFH-09	NA	NA
TARGET-10-PASHDV-09	NA	NA
TARGET-10-PASHNK-09	NA	NA
TARGET-10-PASHUP-09	NA	NA
TARGET-10-PASHXL-09	NA	NA
TARGET-10-PASIIY-09	NA	NA
TARGET-10-PASILW-09	NA	NA
TARGET-10-PASINX-09	NA	NA
TARGET-10-PASJJR-09	NA	NA
TARGET-10-PASJLN-09	NA	NA
TARGET-10-PASJMK-09	NA	NA
TARGET-10-PASJYI-09	NA	NA
TARGET-10-PASKAD-09	NA	NA
TARGET-10-PASKCL-09	NA	NA
TARGET-10-PASKGG-09	NA	NA
TARGET-10-PASKIC-09	NA	NA
TARGET-10-PASKRN-03	NA	NA
TARGET-10-PASKSY-09	NA	NA
TARGET-10-PASKTG-09	NA	NA
TARGET-10-PASKXN-09	NA	NA
TARGET-10-PASLAB-09	NA	NA
TARGET-10-PASLBB-09	NA	NA
TARGET-10-PASMHF-09	NA	NA
TARGET-10-PASMIC-09	NA	NA
TARGET-10-PASMNV-09	NA	NA
TARGET-10-PASNEH-09	NA	NA
TARGET-10-PASNTZ-09	NA	NA
TARGET-10-PASPBU-09	NA	NA
TARGET-10-PASPDS-09	NA	NA
TARGET-10-PASPPN-09	NA	NA
TARGET-10-PASRCV-09	NA	NA
TARGET-10-PASRMM-09	NA	NA
TARGET-10-PASSEF-09	NA	NA
TARGET-10-PASSHC-09	NA	NA
TARGET-10-PASSPP-09	NA	NA
TARGET-10-PASSRP-09	NA	NA
TARGET-10-PASSSR-09	NA	NA
TARGET-10-PASSZA-09	NA	NA
TARGET-10-PASTDU-09	NA	NA
TARGET-10-PASTHE-09	NA	NA
TARGET-10-PASTLP-09	NA	NA
TARGET-10-PASTPT-09	NA	NA
TARGET-10-PASTXU-09	NA	NA
TARGET-10-PASUGC-09	NA	NA
TARGET-10-PASUIN-09	NA	NA
TARGET-10-PASUSV-09	NA	NA
TARGET-10-PASVIN-09	NA	NA
TARGET-10-PASVPZ-09	NA	NA
TARGET-10-PASWFN-09	NA	NA
TARGET-10-PASWNU-09	NA	NA
TARGET-10-PASWSR-09	NA	NA
TARGET-10-PASWXB-09	NA	NA
TARGET-10-PASWXZ-09	NA	NA
TARGET-10-PASWZJ-09	NA	NA
TARGET-10-PASXIL-09	NA	NA
TARGET-10-PASXLT-09	NA	NA
TARGET-10-PASXLZ-09	NA	NA
TARGET-10-PASXMF-09	NA	NA
TARGET-10-PASXSI-09	NA	NA
TARGET-10-PASXUC-09	NA	NA
TARGET-10-PASXUU-09	NA	NA
TARGET-10-PASYAJ-09	NA	NA
TARGET-10-PASYCN-09	NA	NA
TARGET-10-PASYHN-09	NA	NA
TARGET-10-PASYIS-09	NA	NA
TARGET-10-PASYSJ-09	NA	NA
TARGET-10-PASYWF-03	NA	NA
TARGET-10-PASZEW-09	NA	NA
TARGET-10-PASZIY-09	NA	NA
TARGET-10-PASZJW-03	NA	NA
TARGET-10-PATALJ-09	NA	NA
